,7_corr,7_pval,7_qval,7_ci_low,7_ci_high,2_corr,2_pval,2_qval,2_ci_low,2_ci_high,0_corr,0_pval,0_qval,0_ci_low,0_ci_high,3_corr,3_pval,3_qval,3_ci_low,3_ci_high
HSPH1,-0.007202047677331437,0.567925077714613,0.6334852639788843,-0.031908112897340773,0.017512813239864738,0.16146462237724687,3.6241543721483903e-38,9.186703097968036e-38,0.13730071811502528,0.185436461536994,-0.13069385105246425,1.9422708516321822e-25,4.050617000275667e-25,-0.15490530165379818,-0.10632550358902733,-0.07510299194273573,2.4214384353232142e-09,5.12473742925548e-09,-0.09962983042992042,-0.050484944187540286
NMUR2,-0.007237466165879996,0.5660227998377477,0.6320745950170271,-0.03194349712974525,0.017477403746449457,-0.008538439279685986,0.49834992594136884,0.5425693260112889,-0.03324316905159184,0.016176718074874828,0.029899579169657894,0.01770880136013257,0.022587756836903786,0.005191671072072365,0.05457100232381162,-0.013748049776423237,0.27560454701311365,0.32945979307595136,-0.038446732020999665,0.010967420347659997
C6orf223,-0.007521164764694288,0.5508971041068885,0.6169060516314541,-0.03222691910557429,0.01719377496068756,0.007441579312949335,0.5551201623961062,0.5978677031729738,-0.01727334122930735,0.0321474116553353,-0.008327653645578567,0.5090148338783589,0.5429491561369162,-0.03303259991038587,0.01638746281572701,0.004136492929246724,0.7429018484485799,0.779013373699917,-0.020577354558477864,0.028845288436647104
WDR76,-0.007660995672693181,0.5435157108984636,0.608981188681752,-0.03236661220834415,0.01705397699911699,-0.05309894677992721,2.5028072155864337e-05,3.7978865183405666e-05,-0.07770872398285344,-0.028424500416469527,0.06482300931056713,2.640057600631549e-07,4.1026536140350414e-07,0.04017562215103284,0.08939155797356432,0.009904055129379792,0.4322269041279827,0.48977552875692093,-0.014811313958986478,0.034607329179007766
F2RL2,-0.00786812893818228,0.5326727750934066,0.5971667882213079,-0.03257353956734718,0.016846890761676395,-0.015069738120472395,0.23205806262213224,0.26874124217965517,-0.039766673102304265,0.00964559796697555,0.02552478445012006,0.042921170079305695,0.052956409721536944,0.000813553537252773,0.05020486120590309,-0.0002443072742621178,0.9845436988801634,0.986516732344853,-0.024955900680505617,0.024467584514354098
LINC01220,-0.007911082798984287,0.5304380195323175,0.5953288659173036,-0.03261645046354643,0.01680394638777479,0.016396034891422766,0.19350795455709635,0.2269888029995265,-0.008319079860057244,0.041091129880044854,-0.025397208077116363,0.04397245304142516,0.05415326729239551,-0.050077523029110664,-0.0006858944793992558,0.009917702520006642,0.4315928000446049,0.4893342404133842,-0.014797668219138697,0.03462096155721028
OR51Q1,-0.008079837061548138,0.5217045794631069,0.5868442963589504,-0.032785035047836815,0.016635228513863235,-0.012095823770436137,0.33745385228823876,0.3785236705420513,-0.0367965690198924,0.012619692439441698,0.007036197843767425,0.5768730931137298,0.6110943782984426,-0.017678620128196206,0.03174242264689698,0.014727221368713097,0.24284404040943475,0.29400004892183385,-0.009988157746201293,0.03942461742921769
WFIKKN2,-0.008097932085857884,0.5207725269717645,0.5864555483916266,-0.03280311179459253,0.016617137307851724,0.055648202562344116,9.994423933824586e-06,1.541160205678425e-05,0.03097905978296568,0.080249590275043,-0.041043932223579105,0.0011280030676506978,0.001537836493047986,-0.06568905004955362,-0.016348770172613002,-0.025825903886643877,0.04052377119519597,0.05632212813786792,-0.05050541524416682,-0.0011148713295374795
SLC26A4,-0.008131799221785172,0.5190303794826354,0.5851526262487434,-0.03283694467832103,0.01658327727486695,-0.003924517970374677,0.7556457342302259,0.7830525743318403,-0.02863348511825346,0.020789242276819327,-0.00374774438207393,0.7663245540542272,0.7916575971634578,-0.028456852970487688,0.02096594141442379,0.014923430814809967,0.23662300141033754,0.28751275991535546,-0.009791924361728273,0.03962056345629427
BUB3,-0.008146777254613954,0.5182608604185577,0.5846146197614864,-0.032851907544762304,0.016568302365296658,0.02445159888316763,0.052462044046671624,0.06549568545152512,-0.00026030247390507487,0.04913365435408187,-0.03222524635524431,0.010580780738918385,0.013696803545525417,-0.05689168518604713,-0.00751949037007427,0.006392046138105543,0.6122415362596567,0.6604547316716901,-0.01832259214452469,0.031098877874113567
LUZP2,-0.008329220774025065,0.5089351047357826,0.5747472792320952,-0.03303416543736439,0.01638589599941209,0.20985302825443672,5.184393505773747e-64,1.76040526511842e-63,0.18610640114647278,0.2333546338553361,-0.15045552255146336,2.725464688601812e-33,6.110907373546663e-33,-0.1745184039914437,-0.12621304088420487,-0.11803029177964913,5.289465005517875e-21,1.5221482030267267e-20,-0.14232690607338086,-0.09359152933789243
ONECUT2,-0.008721870757655766,0.4891666123568431,0.5542964445969893,-0.033426410346730676,0.015993320396354843,0.050211667446083574,6.748542778133811e-05,0.00010027552419218144,0.025531603444547996,0.0748305604205682,-0.034348951123510434,0.006433310829732095,0.008420563913261904,-0.059010605665790215,-0.009645394279617617,-0.024988174491868437,0.04749070179050646,0.065011227639297,-0.049669247734678935,-0.0002766012220273726
GAS2L3,-0.00891334666617565,0.47967861085847974,0.544470613914279,-0.033617685960185745,0.015801877995553038,-0.05322875522186227,2.3907985266199922e-05,3.6334324112765836e-05,-0.0778381129562185,-0.02855457113013184,0.0666360087300621,1.2107094508235789e-07,1.9021358221894407e-07,0.04199341487865474,0.0911975784792126,0.009154610730553509,0.46786781228540686,0.5251041664258214,-0.015560653571521305,0.033858695071420634
RP11-1081M5.1,-0.008940336497202038,0.47834932966336263,0.5432701075109173,-0.03364464741273647,0.015774892741951436,-0.0030185973313886384,0.8108216606675054,0.8316119596589799,-0.02772827301775339,0.021694765056849367,-0.010133939861501837,0.42161783715892154,0.45877893053201474,-0.034836959806207116,0.014581455804993433,0.020793021255482803,0.09913533756162332,0.12933507835828223,-0.003920737415633587,0.04548139553872431
AGXT,-0.009007633233610453,0.4750436676703612,0.5401292412397513,-0.03371187323334622,0.015707607262134736,-0.016216582461388164,0.19842993009476073,0.23235354812032874,-0.0409119314839883,0.008498567326259261,0.03943557570893347,0.0017555644632185736,0.002369182811361098,0.014738194329924474,0.06408486767633283,-0.011995759117158375,0.3414661816436857,0.4007819033376593,-0.036696624983167364,0.012719755549417056
LGALS12,-0.009110531985184672,0.4700135364186665,0.5353229344176156,-0.03381466312029186,0.01560472528943131,0.010890723844799203,0.38778848661082643,0.4306368535378417,-0.013824740862323902,0.03559288884550849,0.004011916892127573,0.750383050430057,0.7771963235940518,-0.020701879593987445,0.028720813540116436,-0.011751168472164905,0.35140151696766597,0.41147718614480794,-0.03645232708429174,0.012964340338316458
NPTX1,-0.009141627224762,0.4684992764823023,0.533902309381541,-0.03384572535895465,0.015573635017334482,0.05347476279110514,2.1914752875732705e-05,3.335578824312436e-05,0.028801078038196776,0.07808332329174363,-0.056837352967678764,6.425274973929382e-06,9.540126167675401e-06,-0.08143471789634135,-0.03217079438933103,-0.006192089536883656,0.6234124117954584,0.6699757246592782,-0.030899105509675773,0.018522488796407575
HIST1H1T,-0.00914536329389558,0.4683175211650079,0.533902309381541,-0.03384945745984206,0.01556989954182386,0.009659125073674715,0.44369855767498145,0.48758083260986973,-0.015056212822856114,0.0343626669886684,-0.01397178183472508,0.26786560199322185,0.30063479460518727,-0.038670174367359186,0.010743671673079172,0.008122354882289361,0.519515899743944,0.5737337379833727,-0.01659271963930465,0.03282750989623808
PHF19,-0.00923299347904579,0.46406562897269665,0.5300578286381459,-0.033936994371454345,0.015482283082341891,0.06538859005663361,2.0746420788998288e-07,3.3651939641521955e-07,0.040742680701836384,0.08995497892689427,-0.03103845279994281,0.013814762277083562,0.017722594325957103,-0.05570746844639347,-0.006331565129475553,-0.04797300795747563,0.00014064363015003938,0.0002480487304233499,-0.07259868652601427,-0.02328887276769623
MNS1,-0.00928231125715544,0.4616821685208913,0.5276367640238757,-0.033986259489052026,0.015432972862047057,0.033053318326746094,0.008742026409564608,0.011601893045208506,0.008348393265827706,0.05771791810585763,-0.010323483302912497,0.4129864658327389,0.45012148864603696,-0.0350262917723545,0.014391932312798148,-0.026309585089538193,0.036910704658132655,0.05162336315822749,-0.050988178904165495,-0.0015988805394124448
ADGRF1,-0.00929149802964745,0.4612389407312496,0.527431607468553,-0.03399543643883225,0.01542378748412006,-0.011990494938890072,0.34167810311943914,0.38298400404940885,-0.036691367136585586,0.012725019632789896,0.028333136688562698,0.02461883696685792,0.031123687695142756,0.003623929952313291,0.053007766777244586,-0.006106982744582948,0.6281936366251384,0.6736660982575211,-0.030814076534514782,0.01860756947325359
HES1,-0.009514883050492652,0.4505348803892939,0.5157812025063467,-0.03421858132901752,0.015200435089478229,-0.1870168118199027,6.659939104010556e-51,1.9473506152077648e-50,-0.21075455128978762,-0.16305864516703988,0.08543744200917387,1.1098711747571576e-11,1.905358239926451e-11,0.06085417986671939,0.10991711716973282,0.16688252376614965,1.0608327227003783e-40,4.71481210089057e-40,0.14275951396539116,0.1908073861495898
AP000695.4,-0.0095386675268449,0.44940353064949623,0.5150756798275028,-0.03424234009284979,0.015176653941647817,-0.020003926454873037,0.112634727537564,0.13603227963473913,-0.044693577064989484,0.004710145992071609,0.02998851599571075,0.017373342435516196,0.022202354550180443,0.005280685273921196,0.054659753443921794,0.002958589193728566,0.8145132584142072,0.840570958115797,-0.021754745408495216,0.02766831038249067
ACSM4,-0.009557439858466322,0.4485117307394749,0.5143483150682052,-0.034261092110680035,0.015157884217379063,-0.012774230803420942,0.311054362591211,0.3512753953599221,-0.037474145279459886,0.011941282814861695,0.026234918680965447,0.03744988355302357,0.04652159447580567,0.0015241627403449099,0.0509136548904851,-0.002752956687310169,0.82719419703024,0.8514608307053422,-0.027462832452377097,0.02196028135003526
TPX2,-0.009725031949387097,0.44059473557366735,0.5055590769634737,-0.034428502077150716,0.014990314631985746,0.0360110117715522,0.004279390385436804,0.005818341788493275,0.011309331816858267,0.060668767016266875,-0.008564027952433374,0.49706337679097756,0.5310506162296769,-0.03326873129353927,0.01615113421696046,-0.031666959036046605,0.012007226031313774,0.017801669431154594,-0.056334618688992255,-0.006960662001296584
TBX18,-0.009757622047168655,0.43906454554903274,0.504092474797971,-0.03446105659785546,0.014957728749412242,-0.0245882308246983,0.051156597640831386,0.06394574705103923,-0.0492700375311927,0.00012358834128617738,0.04303336565101194,0.0006389409591287226,0.0008806905019003757,0.018341126074406633,0.06767314410343792,-0.004058398677671335,0.7475888776274504,0.7819967339199272,-0.0287672576777253,0.020655416927828754
GNG11,-0.009788638606213474,0.4376110755523285,0.5027123211399522,-0.0344920392488939,0.014926716153295452,-0.040994595928656466,0.001143673642795116,0.0016142182678830148,-0.06563984369019629,-0.016299363894571074,0.07456923033020249,3.1400015823253527e-09,5.122351684054409e-09,0.049949530042709564,0.09909836230812052,-0.014369569315191537,0.2544776246436895,0.30678435761746775,-0.03906744065103199,0.010345848537296528
RP11-80I3.1,-0.00979039156989316,0.4375290124667153,0.5027123211399522,-0.034493790294776255,0.014924963412168977,-0.01785470860837725,0.15678320248202615,0.186092821937123,-0.04254767975048791,0.006860062266560127,0.018262454289262604,0.14752835144205154,0.17065165001972415,-0.006452201642079984,0.0429548129783596,0.012193260838737684,0.3335761115479259,0.39198132966853805,-0.01252225639822865,0.03689388816405969
CALB1,-0.009839784386708343,0.4352203832352768,0.5008289795572806,-0.03454312901195423,0.014875576803744697,0.05169104394415873,4.0853904541312644e-05,6.129618085718326e-05,0.02701380665688925,0.07630531744599853,0.002921640890719991,0.8167883101642663,0.8377316001684784,-0.021791676514564134,0.02763139000783508,-0.06388980400948653,3.912337595239393e-07,7.663736719371975e-07,-0.08846188194187478,-0.039240013188603096
SLPI,-0.009858800864573884,0.43433342668611974,0.5000960583605293,-0.03456212462908828,0.01485656268398885,-0.03953008406973445,0.001711245399289377,0.0023850110094625464,-0.06417913428405117,-0.014832829556397245,0.05059344824345589,5.9362049424466756e-05,8.53516167138271e-05,0.0259141033404423,0.07521115938656171,0.008048560614108422,0.5233176111969808,0.576976418078259,-0.016666498323385178,0.0327537901542262
SCN1A,-0.009870453433397678,0.43379044990916926,0.49975858284466507,-0.03457376440643584,0.01484491155129193,0.03812833593648754,0.00248694249828095,0.003435003450664296,0.0134292451372032,0.06278092670888033,-0.05085050398804939,5.442379245587031e-05,7.836399201709188e-05,-0.07546741535518607,-0.02617164733005737,0.008501895141833183,0.5001903601108662,0.5544277197723296,-0.016213255280373564,0.03320666260450965
ZNF350-AS1,-0.009915979350342923,0.4316728346102755,0.4978925428030859,-0.03461924028357747,0.014799391180876814,-0.05639482348701713,7.581092564048877e-06,1.1753631882246321e-05,-0.08099369357717214,-0.03172729503219834,0.0823623823859204,5.913384663316295e-11,9.955193035886018e-11,0.057768215008902925,0.10685663920395468,-0.0018754858312174463,0.8817742584100996,0.8997947316504712,-0.02658599773406107,0.022837316670545844
CTA-212A2.3,-0.00997511773379364,0.42893100520315874,0.4950155859240147,-0.03467831351233244,0.014740259849418416,0.001824705364598085,0.8849527463274955,0.8957011602505016,-0.022888070767798776,0.026535252917683834,0.016749370073215773,0.18407983821314178,0.210497242096217,-0.007965671038464302,0.04144396023481022,-0.012076842808819105,0.33821260189428226,0.3971962441506544,-0.036777610975640015,0.012638673146357648
ZSCAN4,-0.00999261430346599,0.42812175740683933,0.4943669254120547,-0.034695790772370366,0.01472276533299616,-0.014879461364712064,0.23800721419518633,0.27499389277317887,-0.03957665320207514,0.00983589934178288,0.03378104936992684,0.007367661369430908,0.009612082673752,0.009076882576972265,0.058444005049531164,-0.007306830280707199,0.5623062319254531,0.6150231454499521,-0.03201279397740836,0.01740805706823461
RBMS3,-0.0099952188476442,0.42800136856219106,0.4943669254120547,-0.034698392440819056,0.014720161093171391,-0.03686209258104491,0.0034514856670428925,0.004708711687643782,-0.06151779845367065,-0.012161426676596436,0.024233667776248226,0.0546018204028378,0.0663851919791341,-0.0004783627657333702,0.04891611812729884,0.0313448775542169,0.012905499961744327,0.019090976274769713,0.006638275401862258,0.056013234525250484
VSNL1,-0.010160877292453293,0.42038476017969795,0.48655643539316895,-0.03486386729092716,0.014554521317431518,0.08471757530832263,1.65080460379871e-11,2.9243659943289816e-11,0.06013171813363033,0.1092007056234621,-0.10192967223045897,5.025608790954249e-16,9.255264808387198e-16,-0.12632322578478816,-0.07741292046577256,-0.0009293259177479832,0.9412549113297357,0.9502825959916564,-0.025640481148798605,0.02378296433578776
LINC01544,-0.010182488568332206,0.4193970237217559,0.4856942949875575,-0.03488545451574718,0.0145329123770345,-0.018073167888349076,0.1517714232579753,0.18057278198450363,-0.04276581191431512,0.0066415424254797585,0.03860153534265199,0.002194933817341625,0.002942270532629524,0.013903053550536773,0.06325294172065571,-0.007843419852550312,0.5339604663757455,0.5877385430663131,-0.03254885515571414,0.01687159434868184
RORC,-0.010406008876579607,0.40926137991671574,0.4742310311897054,-0.0351087247174399,0.014309414869918246,-0.0010604425216810172,0.9329849968512082,0.940035261311041,-0.025771511240802982,0.023651921357480586,-0.021279534828588038,0.09147725740521608,0.10844962347980566,-0.04596710689379105,0.00343401503486714,0.03057992416601529,0.015281008007571178,0.022422608961953305,0.00587261793360302,0.05524991680026405
SLN,-0.010466223501827316,0.4065560318206026,0.4714677817996009,-0.035168871544316714,0.014249205964851068,-0.03208779840846647,0.010917228941151914,0.014364774922568308,-0.056754539225610086,-0.007381907787272535,0.047831742403235025,0.00014716458653358285,0.00020859615383923862,0.023147358643392884,0.0724578408882089,0.001482532300389756,0.9064160491855048,0.9216228258113928,-0.023230062826709936,0.0261933167545921
CPM,-0.01054771720635943,0.402911688219893,0.4685019630463872,-0.0352502732064159,0.014167719716511378,-0.011183664985161554,0.3751504799623897,0.4177622271296099,-0.03588549145990972,0.013531818846223582,0.023353599151755486,0.06399638624561793,0.07743059436856374,-0.0013589291688394344,0.048037620320298326,-0.0012045778699789334,0.9239023217444633,0.936071247968048,-0.025915550507559993,0.02350786596531526
RP11-973H7.4,-0.010649828471018544,0.3983730699551853,0.4637637601340923,-0.0353522686796445,0.014065617331050918,-0.013542706734070214,0.2828404024812343,0.321044724723308,-0.0382416527048001,0.01117277646238173,0.027756615393472142,0.027695036089340503,0.03479275890620666,0.0030469612765391114,0.0524323953312273,-0.0024824880771309146,0.843941761368743,0.8673604947263546,-0.02719256397698851,0.022230619767505923
HMGCS1,-0.010678369717478,0.3971100012533749,0.46261756154350786,-0.035380777469076384,0.014037078474261267,-0.015484170832202578,0.21946759624081058,0.25519487934977975,-0.04018054018695378,0.009231105437458607,0.03310627674303477,0.008634782285594476,0.01122128951994084,0.00840140597804895,0.05777075775815456,-0.0053239781698160606,0.6728943619673453,0.7135677221286801,-0.030031771117751915,0.019390316984563397
IL2RB,-0.01068784486721215,0.396691221009543,0.4626136688157936,-0.03539024183480714,0.01402760410894889,-0.01367773219284477,0.2780680398902392,0.3165259418215586,-0.038376504981941555,0.011037742642458794,0.02853335740654405,0.02362204333812994,0.029901320681177138,0.0038243098904896223,0.05320758433007101,-0.0030638383779758513,0.8080412823320096,0.8351847879400616,-0.027773479641823095,0.021649544840938936
PBOV1,-0.010703378522084604,0.396005245208606,0.46208313326558464,-0.035405757800690496,0.014012071730463583,-0.013824053902378322,0.27295862079310784,0.31159659907889026,-0.03852263800577829,0.01089141085455795,0.0001449269042495583,0.990830708345465,0.990830708345465,-0.02456690515105561,0.024856581954447687,0.025909263849933396,0.039880503130628034,0.05550522356385251,0.0011982869974024527,0.050588617896224417
AP000442.4,-0.010773275793164165,0.39292741046010915,0.4590273486683518,-0.03547557532871818,0.013942180055192472,-0.018377169548047297,0.14500134905684792,0.1729294562395324,-0.04306935445129615,0.006337452562869009,0.018104179766208792,0.1510699631799555,0.17454646236852164,-0.006610521759209112,0.042796777164855186,0.013761791044742866,0.27512488217942566,0.32909674901845176,-0.010953678130131131,0.03846045556686128
XXyac-YR29IB3.1,-0.010791913242395163,0.39210918855057786,0.4583392034489513,-0.035494191474496686,0.013923544057247607,-0.033123600456001066,0.00859995673405507,0.011420925277629576,-0.05778804259114723,-0.008418747482398658,0.06568493769269705,1.8270693226548926e-07,2.8525672484853905e-07,0.041039809002926135,0.09025018861740314,-0.01500625216683732,0.23403115565227295,0.2847094351000888,-0.039703273047244594,0.009709092333785533
NUDT15,-0.010890447051972918,0.3878005493019857,0.4540990038664938,-0.035592612370544244,0.013825017635074117,0.08521127331562298,1.2577626157503974e-11,2.23801177179786e-11,0.060627193087350845,0.10969203676159585,-0.03790408413853724,0.002637378476436829,0.003523551738726558,-0.06255723235018634,-0.013204708601045294,-0.06592959413283414,1.644427901352784e-07,3.272493336025441e-07,-0.09049390234806537,-0.04128511322340936
LEFTY2,-0.010929738957929716,0.3860904873704283,0.4523614380438527,-0.03563185911681997,0.013785728541109968,0.00668913047024634,0.595810162905496,0.6382540577455769,-0.01802559323323692,0.031395684832499694,0.024462218038458744,0.05235959535269069,0.06385316506425695,-0.00024967696375783076,0.04914425420817021,-0.025605857366969104,0.04226419446967841,0.05849715497533344,-0.050285782335573175,-0.0008946794176679092
SHH,-0.010975041032522241,0.38412457392876864,0.4505860104736289,-0.03567710902944827,0.013740429613916815,-0.013947246157847927,0.2687069339512407,0.3074232972673215,-0.03864567058245126,0.010768209293015278,0.030398289895053793,0.01589867233968226,0.020330783043071943,0.005690820738297653,0.055068666672679144,-0.004388291492946423,0.7278550601517842,0.7661632212124045,-0.029096880230751007,0.020325656740232408
PLN,-0.011050162994301112,0.38087813256395686,0.44704006169478505,-0.03575214427064798,0.013665312647698753,-0.01455445050317898,0.24841635396622186,0.2860291928223625,-0.0392520769428035,0.010160948114397106,0.04302243341683582,0.0006409810213003272,0.000882893968733233,0.018330177244940852,0.06766224174241835,-0.016326289513915706,0.1954101565285219,0.24184425312935875,-0.04102148342326832,0.008388839043799853
AC114730.3,-0.011069593671390383,0.3800411736942758,0.44631964027513304,-0.03577155247168271,0.013645883217326309,-0.011009180433374219,0.38264712581820415,0.42563640246741286,-0.035711209054398334,0.013706292517894236,-0.019053761447954176,0.13076621079519835,0.1525860102627752,-0.04374490815608592,0.005660647949098137,0.041923139674788674,0.0008799922896964022,0.0014557357976780845,0.017229244996001727,0.06656592185738404
SERPINB3,-0.011099998353352543,0.378733789236648,0.4450455807716193,-0.03580192194623511,0.013615480448746506,-0.009877609344612357,0.43345719917545766,0.47685060415341873,-0.034580912459008024,0.014837756518684828,-0.0028889639269909545,0.8188016462688301,0.8389510171851184,-0.027598737687677927,0.021824338213172895,0.02407249027925725,0.056230757476275886,0.07629682154175833,-0.0006396342935292898,0.04875523116942653
GRP,-0.011180960371587039,0.37526598572626824,0.4414893949720803,-0.03588278999118641,0.013534523302633356,-0.007447084625919161,0.5548275245064598,0.5978677031729738,-0.03215291158262796,0.017267837253405364,0.021109566674727503,0.09409677614255865,0.11142306233577105,-0.0036040574684962747,0.045797420329121125,-0.0033919659367795505,0.7879501134124509,0.8195008979848684,-0.028101354513542717,0.021321565338027496
FXYD3,-0.01120482874648864,0.3742473989685102,0.44055020478929985,-0.03590663060012497,0.013510656302234152,-0.0806375570489729,1.4722551719892397e-10,2.576124535414243e-10,-0.1051397896218176,-0.05603747856248048,0.008019737128413848,0.5248063975526878,0.5586018068682147,-0.01669531564895595,0.03272499570488816,0.10636034347786472,2.5381666877627844e-17,6.750443318518044e-17,0.08186376600198193,0.1307284873834671
PHLDA2,-0.01139225021685449,0.36630869079908024,0.43171324784806153,-0.03609383306683911,0.013323244646053167,0.05624192864334024,8.024752379463706e-06,1.2422217305671373e-05,0.0315740673519696,0.08084131653095247,-0.04547194677579703,0.00030824180678450347,0.0004308061590279573,-0.07010491457791293,-0.02078355700258362,-0.019709583695674524,0.11802636657876686,0.15239040229666478,-0.044399702528486754,0.005004597906188948
MIR133A1HG,-0.011517470617273252,0.36106363404606734,0.4260337864850352,-0.036218906180070384,0.013198029835038563,-0.008369429880568149,0.5068916677078772,0.5509692040303013,-0.03307433341226399,0.016345694859975335,0.029580425737837333,0.018959777156856046,0.024075907500769583,0.004872243197746839,0.05425251209587411,-0.010514301628247454,0.4044036373205926,0.4648317670351639,-0.03521689540891534,0.014201132277002952
CKS1B,-0.011518856491420093,0.36100584922040313,0.4260337864850352,-0.036220290419789775,0.013196644018415362,0.039269003481128856,0.0018362541635236584,0.0025521253141399004,0.014571399576877652,0.06391872047061789,-0.030608717909200035,0.01518505653785988,0.019443094158591395,-0.05527864949746056,-0.005901437654498659,-0.012307949209579392,0.3290487888875504,0.38757218950241507,-0.03700843713192987,0.012407568634950378
DDR2,-0.011595080532527564,0.35783657797320323,0.4227845282434479,-0.03629642442027783,0.01312042299492396,-0.01432816920638911,0.2558488913398427,0.29374155148087566,-0.03902609515028175,0.01038725272173043,0.019119309777484,0.12944680469809844,0.1513112854448842,-0.005595077808740614,0.043810354705392365,0.007997807130816832,0.5259405730094049,0.5792297059574943,-0.01671724093219358,0.032703087771777294
PAGE4,-0.011607795632982375,0.3573096134675915,0.4227845282434479,-0.03630912447295352,0.01310770836989166,-0.016787452795694813,0.18308432783858408,0.21590132999833028,-0.04148198817898478,0.007927580010444805,0.021911573792735107,0.08224636825697505,0.09808749941201557,-0.0028016873173479766,0.04659808624915966,0.008418919679375364,0.5043825134784519,0.5582540270929185,-0.0162962147574669,0.03312377247623917
DPH6-AS1,-0.011633150505046477,0.35626026553521273,0.4218594026467883,-0.036334449314789685,0.013082354421996794,-0.010282911785330038,0.4148251443730301,0.45913131640623145,-0.03498576566992013,0.014432499709658448,0.022223314292292334,0.07797973192588128,0.09327719129890107,-0.0024897971181345236,0.04690929686363599,-0.00045182704271662464,0.9714191151427563,0.9763006182339259,-0.02516329015513043,0.024260187904291575
AL591893.1,-0.01176441366086189,0.3508588498743178,0.4157095377657794,-0.036465556495671465,0.012951095542483745,0.0034704644093490515,0.7831639619707585,0.8086359958397094,-0.021243101496603453,0.028179791747271168,0.0015581031097551966,0.9016693165451162,0.913082852197586,-0.023154532490995076,0.026268835740550955,0.002458607507837523,0.8454239707604144,0.8684375662664761,-0.022254488668022553,0.027168700904693206
MAGEA3,-0.012114194713090543,0.3367205299868381,0.4003811295919597,-0.03681491776477967,0.012601321726340873,0.009496791057151758,0.4513965360465573,0.4949523421563128,-0.015218524532208505,0.03420050887556551,-0.01006056102623745,0.4249875344060259,0.46216062763000987,-0.03476366236423468,0.014654826440394834,0.006545952613764904,0.6037040954351197,0.6537131515269299,-0.01816873046617477,0.03125264119844203
RP11-583F2.2,-0.01228739235498896,0.32985732870104933,0.39268729607267777,-0.036987905311808754,0.012428125428473233,0.010619048505419015,0.3997379189175123,0.44366028736682833,-0.014096394674410293,0.035321523671879684,-0.012562013857933341,0.31916206838174366,0.353055385378035,-0.03726219065471007,0.012153503016629437,0.007728508451977172,0.5399695456888254,0.5927217845102364,-0.016986479781029885,0.03243405810736497
LINC00379,-0.012318121368428515,0.32864917402465443,0.391482041720851,-0.0370185968952471,0.012397396498592624,-0.06330234334809294,4.997693910533872e-07,8.054301225679084e-07,-0.08787662102759108,-0.03865106156929437,0.072529537327246,8.337694390795002e-09,1.3458748007740115e-08,0.04790365247455346,0.0970673046242193,0.018952106387823717,0.13283299634278004,0.17008066113032014,-0.0057623364139982765,0.04364341052175614
PRR5L,-0.012351160377143401,0.3273534024096464,0.39017092063128295,-0.037051595608247244,0.01236435752763881,-0.005718598997082359,0.650208774690527,0.6873242861422061,-0.030426043364931307,0.018995829499574693,0.022154498219000916,0.0789057476534938,0.0943284490776973,-0.002558646650850363,0.046840598173565944,-0.005872533216032397,0.6414452191279678,0.6864047288688794,-0.030579839524747507,0.0188419452086665
LINC01088,-0.012405972343455553,0.3252110309274924,0.3878485759421495,-0.03710634060485016,0.012309545504942137,-0.01845273297563711,0.14335499774232083,0.1712723987363451,-0.04314480305080239,0.0062618665020458646,0.01693910147087237,0.17915967062829663,0.20510551875019647,-0.007775897550419128,0.04163341801254498,0.016237259482010567,0.19785818520676945,0.24442024114486652,-0.008477886349846883,0.04093257931507287
JADE1,-0.012447995829802811,0.3235746976686169,0.38635784796252765,-0.0371483126461504,0.012267521874773623,0.1305250624940028,2.2411281046287036e-25,4.925556273909239e-25,0.10615572391588218,0.1547376998146486,-0.11583010926649018,2.7993078132745705e-20,5.472742547946375e-20,-0.14014071958505395,-0.09137992781216574,-0.045545484392790124,0.0003013734088384525,0.0005196093255835388,-0.07017824226633092,-0.020857215291364785
CD177,-0.012599418188379192,0.31772309485634775,0.3802789884576275,-0.037299548911107754,0.012116098273884122,-0.01364933458626895,0.27906715126579007,0.31730204805661183,-0.03834814387241642,0.011066142082349085,0.028172689080644686,0.025443717592970372,0.03208539419037878,0.0034633561848696963,0.05284764082104865,-0.0013364415135608356,0.9156015956440782,0.9295447671513484,-0.026047325351261728,0.023376074571493335
RP11-211G3.2,-0.012621131843584566,0.3168897068534242,0.3797360177991902,-0.03732123578811177,0.012094384347602134,-0.00824237795149823,0.5133631594853676,0.5573975673022449,-0.03294741117781304,0.016472721342082594,-0.016249921075042792,0.19750867200406097,0.22520943215970465,-0.04094522302345171,0.008465222324045441,0.03657067611928658,0.00371694452430758,0.005830501214600126,0.011869658957593392,0.06122708772934529
TFF3,-0.012679522396893328,0.3146557458219278,0.37728506693276714,-0.03737955421630524,0.01203599294971408,0.0049169109471488785,0.6966112415695462,0.7305833681903998,-0.019797238596610953,0.029625055413084696,0.0009223697890512518,0.9416938399205751,0.9483321650761078,-0.02378991653470279,0.025633529586100663,0.0018662391680361293,0.8823528921006535,0.8997947316504712,-0.02284655854159033,0.02657675757194947
