,7_corr,7_pval,7_qval,7_ci_low,7_ci_high,2_corr,2_pval,2_qval,2_ci_low,2_ci_high,0_corr,0_pval,0_qval,0_ci_low,0_ci_high,3_corr,3_pval,3_qval,3_ci_low,3_ci_high
BUB1,0.052490481376036784,3.0977049262819435e-05,5.561409203378713e-05,0.027814816775171138,0.07710221374952371,0.28183738070208075,9.198736353957527e-117,5.256420773690016e-116,0.25892899766554417,0.30442887107866934,-0.23403176570219647,9.726751737255372e-80,3.354052323191508e-79,-0.25725571428642796,-0.21053763087989552,-0.1727355892051751,1.5430742260198978e-43,7.347972504856657e-43,-0.1966080924309104,-0.14865840806837405
COL2A1,0.05217532223138578,3.456407383155948e-05,6.194278464437183e-05,0.027499033852484936,0.07678806013892514,-0.06784951117395994,7.103409633624413e-08,1.1683239528987522e-07,-0.09240631944034892,-0.04321021679822114,0.06504907823648776,2.3981641191034436e-07,3.735458129444616e-07,0.040402279867252644,0.08961676549269061,-0.014684736020385702,0.24420608985820613,0.2952915234077462,-0.039382188868992446,0.010030648027195412
C2CD4B,0.05214162464749916,3.4970133880364625e-05,6.261211205643893e-05,0.027465269864183055,0.07675446977998762,0.017771728564590236,0.15871941881729046,0.18827926312845844,-0.006943064695440203,0.04246482334227294,-0.03132084809976638,0.01297484071709793,0.01667717315822356,-0.05598925689051977,-0.0066142233894552205,-0.02985277886148851,0.017887594872501758,0.025999411151892093,-0.05452429958122495,-0.005144830204471269
GAD1,0.052139146773608334,3.500017063954937e-05,6.261211205643893e-05,0.027462787109619486,0.07675199978843018,0.09951703060473038,2.42138605604738e-15,4.616560640700439e-15,0.07498970416766786,0.12392401585491736,-0.1047382452635413,7.685166410507524e-17,1.4378234631445323e-16,-0.12911580345723805,-0.08023416845894056,-0.06319506984150293,5.225003259703241e-07,1.0185191539382535e-06,-0.08776974737484311,-0.038543517654936965
BAG2,0.050544642985964616,6.0346330547831444e-05,0.00010756921666280114,0.025865205753559894,0.07516250560928898,0.2582356342979005,1.814479810261758e-97,8.872761908370455e-97,0.23502368278968472,0.28115321238547525,-0.22700983326743526,5.696925316688206e-75,1.867844366127281e-74,-0.25031734486948376,-0.20343934504468925,-0.14731864868873534,5.737217584726767e-32,2.105400948523584e-31,-0.17140638767845212,-0.12305488602129352
MAP2,0.05003801434621867,7.151856630661812e-05,0.0001265815332860498,0.02535762565348743,0.07465744250382399,0.061063030216341005,1.2462357138968979e-06,1.9812968424433986e-06,0.03640622218667099,0.08564553740080927,-0.059141920944905724,2.662795267947376e-06,4.019313611996039e-06,-0.08373129173231818,-0.03448057022731014,-0.05717959239787013,5.649049427334321e-06,1.0618513961154737e-05,-0.08177578667326467,-0.03251379055478847
NRP2,0.04992630296326804,7.423244274788415e-05,0.00013115272570297554,0.02524570618626806,0.07454607462085767,0.21642917635078157,4.252315414821949e-68,1.5241273888250712e-67,0.1927483162747703,0.23985807729374717,-0.19247516061946554,6.930797757504889e-54,1.8384078932373712e-53,-0.21615876779586896,-0.1685651794465327,-0.12675997807981282,5.194321016072667e-24,1.5982526203300514e-23,-0.15099872466556355,-0.10236890050842956
LGALS3,0.04963124486603756,8.187628955710694e-05,0.0001444026270848447,0.024950101460797156,0.07425192084103512,0.11211740027787512,4.3339038202712795e-19,8.728910010616877e-19,0.08764849657735967,0.13645109070577624,-0.210797646035973,1.3690944998956563e-64,4.020835535670062e-64,-0.2342889374507347,-0.18706033243556808,0.02951344049337417,0.019231934798856997,0.02783203299400434,0.004805200992354254,0.05418566540999861
PAPPA,0.04897339367397472,0.00010167984640296543,0.00017869920281716247,0.024291047064185525,0.07359607045840236,0.008930865485158439,0.4788155589233001,0.5220742735862813,-0.015784362151829538,0.03363518636308972,-0.01544009465962707,0.22078285259125985,0.2507471352541282,-0.040136524573217154,0.009275188375440918,-0.0319743137968689,0.011202147645085219,0.016694705879411652,-0.05664130324898883,-0.007268312717704384
ZNF483,0.04891942108446404,0.0001034910664208567,0.00018172268028245251,0.024236976711529416,0.07354226107746367,0.24653465993252083,1.2123323212412644e-88,5.400143969894273e-88,0.22318261160285613,0.26960389580646715,-0.20924411021968597,1.218771488176484e-63,3.532670980221693e-63,-0.23275234153257096,-0.1854915031829698,-0.14871013547830586,1.497325184477157e-32,5.629042046906605e-32,-0.17278690722369597,-0.12445575220889904
TMEM158,0.04887650108664231,0.00010495306493847587,0.00018396680970810846,0.02419397907373044,0.07349947076377347,0.35959229145916993,9.112877938090982e-196,9.346541474965109e-195,0.3378830275574064,0.38091912998416294,-0.30381503530585435,1.3263381378029238e-136,7.130850203241526e-136,-0.326078646312989,-0.281214593993746,-0.20185740553050494,3.117454400852428e-59,2.024321039514564e-58,-0.22544457602378637,-0.1780337379934297
NIN,0.048586745849349314,0.00011534476728642413,0.0002009490719275682,0.02390370207398382,0.07321058865907065,0.2018603198090136,3.105243564751845e-59,1.0000784427542174e-58,0.17803667976789114,0.22544745968186364,-0.16943919659548493,6.29730608028325e-42,1.5101453429935853e-41,-0.19334139355903995,-0.14533599439792355,-0.12992140127472798,3.7332825859803565e-25,1.1832908354929815e-24,-0.1541382714138296,-0.10554852966791646
MYO10,0.048568248364046704,0.00011604006622527439,0.0002019844494782844,0.023885171421574054,0.07319214677276804,0.2671037780562328,1.7644440525851747e-104,9.28654764518513e-104,0.24400259758008438,0.2899019949606743,-0.18956624456623675,2.7668976033433436e-52,7.233719224427043e-52,-0.21327888104911946,-0.16563039816872693,-0.1955060153465997,1.39332534635718e-55,8.418884268019214e-55,-0.21915893802083708,-0.17162343465087745
RASGRP1,0.048535832872505395,0.00011726806600002439,0.0002036264746522965,0.02385269784800635,0.07315982867379987,0.004656741045008474,0.7119280892343282,0.7439164986774589,-0.02005731114547359,0.029365105891893395,-0.002562550407486604,0.8389765440543061,0.8565355222606494,-0.027272567441178626,0.022150596352492828,-0.03907056468776992,0.0019368210027154297,0.0031188744005079382,-0.06372078622574694,-0.014372697481516112
TTF2,0.04844302001037165,0.00012085221263798343,0.00020944924200690373,0.023759718972012497,0.07306729438255113,0.21107553497796355,9.242016066350312e-65,3.1705029387136576e-64,0.187340969760188,0.2345637838910889,-0.21543014343414002,1.8133365753368385e-67,5.511661323212275e-67,-0.23887022494101293,-0.19173915237743328,-0.09535513426353806,3.34001138206122e-14,8.136446728529159e-14,-0.11978461885648811,-0.07081024686820417
MIS18BP1,0.04835930699871995,0.00012417328080845065,0.00021483266575856514,0.023675856589622603,0.07298383226561429,0.1012787852567258,7.709471248517176e-16,1.4825906247148414e-15,0.0767591521044846,0.1256759905480309,-0.10204704534111522,4.651046341994877e-16,8.580710214269891e-16,-0.12643993817496008,-0.07753081541498343,-0.06547748908975522,1.9971586318189426e-07,3.954769567958302e-07,-0.0900435370497887,-0.040831813462941034
GINS1,0.04781575527998876,0.00014792023578138783,0.0002545959307769154,0.023131343451604537,0.07244190122533628,0.11383010135057053,1.2384411851461905e-19,2.509505947611328e-19,0.08936974905067886,0.1381532286331992,-0.11125472359197831,8.086026172861364e-19,1.5505323437893316e-18,-0.13559368019494908,-0.08678156793388929,-0.07229193578969494,9.32641458834394e-09,1.936950070268731e-08,-0.09683069571435363,-0.04766534393976786
ACTC1,0.04773072130564146,0.0001520012137301377,0.00026139503650926516,0.023046160396278756,0.07235711947676195,0.06403751348219053,3.67751294008313e-07,5.941054830505864e-07,0.03938810023817551,0.08860903564707612,-0.05200278599507645,3.66914216606942e-05,5.321453467830921e-05,-0.0766160723196925,-0.027326158210383405,-0.06664595130145473,1.2054764862529788e-07,2.4037417472641654e-07,-0.09120748233248785,-0.042003384186586175
HOXB-AS1,0.04766079301709178,0.00015543638743599483,0.00026707283064603924,0.022976109778503263,0.07228739834118143,-0.041615548400721944,0.0009603523616217842,0.0013583484605682945,-0.06625915203853441,-0.016921205975325378,-0.0016980788713290462,0.8928866008695103,0.9051055254632644,-0.026408714767362392,0.023014630951378588,0.021683683434124683,0.08548359363329672,0.11292416596208285,-0.0030296840682170374,0.04637058021805459
WNT4,0.04761887733254306,0.00015753034045537292,0.00027043835271308656,0.022934120884835804,0.07224560671073235,0.078497852557799,4.447046876393968e-10,7.720567493739528e-10,0.05389064657799381,0.10300977632419196,-0.07217341868393086,9.861287640092889e-09,1.590530264531111e-08,-0.0967126727005924,-0.04754647522740248,-0.06518275956250018,2.2653498826873432e-07,4.463743611206588e-07,-0.08974993626106671,-0.04053631055605368
DEPDC1,0.04747950768638457,0.00016468515361740572,0.00028223676712494554,0.02279450844455019,0.072106648922659,0.04034205066161142,0.0013707653436320962,0.0019238811840450473,0.01564590434313317,0.06498900573548332,-0.022234890850512383,0.07782482596489838,0.09314760737869346,-0.04692085365216085,0.0024782149081929864,-0.06539678561879786,2.0673791058199692e-07,4.0897707335706613e-07,-0.08996314307695258,-0.04075089779486492
PAX3,0.04722124344321198,0.00017875847310850547,0.00030557003950171875,0.022535796827605845,0.07184914536151911,0.053933665106579286,1.8611634149934914e-05,2.841470862585483e-05,0.029260919840683977,0.07854073049074056,-0.06930114578924373,3.7087020170837764e-08,5.9008783088047364e-08,-0.09385216313427684,-0.04466589439251952,-0.03542532079095242,0.004949618956892024,0.007673827840142673,-0.06008446563173893,-0.01072296383214159
HIST1H2BD,0.04697596681777381,0.00019316412910410445,0.00032935060375806384,0.02229009838688101,0.07160458812530994,0.0398821521709371,0.0015550465004615648,0.0021733703710154644,0.015185374159423793,0.06453029792090151,-0.04607861663295681,0.00025570109243727853,0.00035887872622775933,-0.07070984460775981,-0.02139123039147941,-0.04025874413744355,0.0014025760084153615,0.002276909104570392,-0.06490591566420244,-0.01556248261627741
SYP,0.04672431322790576,0.0002090730420618095,0.0003549627199691163,0.02203801511412286,0.07135366955043083,0.15122282916630223,1.2803057230078512e-33,3.0962653518932314e-33,0.1269856278275274,0.17527955706453857,-0.1417084988431781,1.1291641639660186e-29,2.4547047042739534e-29,-0.16583949552958185,-0.11740790129289089,-0.08991701424486882,8.712559172365489e-13,2.0500139229095267e-12,-0.11437461720279991,-0.06535047934652957
MUCL1,0.04632082338755776,0.00023717156420685606,0.0004016453246517461,0.02163384289095497,0.07095135169358491,-0.0076502813462764425,0.5440795533656202,0.5872418277016948,-0.03235590847518533,0.01706468883524933,-0.00585463055943244,0.6424618943960396,0.6737932820094804,-0.03056195298463921,0.018859842118770856,-0.017891498172970952,0.1559305227630659,0.19663369831408056,-0.04258441439203475,0.0068232626684735
AASS,0.04618866709909792,0.00024711974177268203,0.0004177848550679324,0.02150146485379798,0.07081957752629431,0.366802489739728,2.079912461537406e-204,2.3239245380306212e-203,0.3452199328032683,0.38799729854857207,-0.32979239955402656,1.605646112266274e-162,1.0704307415108493e-161,-0.351638380361654,-0.3075874145918747,-0.18306783265094348,8.379520354009363e-49,4.505118469897507e-48,-0.20684383065724438,-0.15907573534359695
PALLD,0.04609568387765416,0.00025435219338073136,0.00042964897530528947,0.0214083261320108,0.07072686264444902,-0.20890672824438017,1.9547358210950942e-63,6.581602091229273e-63,-0.23241862288835294,-0.18515081592912738,0.23002775184939916,5.332252873109701e-77,1.7863493712260306e-76,0.2064897755599228,0.25329964274153116,0.008498311819050017,0.5003710170945275,0.5544277197723296,-0.016216837919853788,0.03320308297393306
BUB1B,0.046012821199362994,0.0002609642052059013,0.0004404459159593271,0.021325325239539675,0.07064423874032545,0.24607806344093347,2.619831685313051e-88,1.1592175598730314e-87,0.22272068790952776,0.26915308273778477,-0.22287099973625724,3.0786259558119897e-72,9.851603058598367e-72,-0.24622664291265783,-0.19925666796174601,-0.13217109437618155,5.50532620791292e-26,1.7673599383348056e-25,-0.1563720992967961,-0.10781148182258393
PIM2,0.04546533662622755,0.00030886631775065276,0.0005204150256961293,0.02077693601919628,0.07009832328536397,0.37003747085692656,2.3025319876442157e-208,2.6618866909181688e-207,0.3485126207327757,0.39117222994191225,-0.3359321035304084,4.69881620070433e-169,3.344353167761089e-168,-0.35767462310374537,-0.31382557245895387,-0.1805802571025398,1.6634116914065925e-47,8.70896173511305e-47,-0.20437996516531878,-0.15656718675864176
COL3A1,0.045153607208371936,0.0003396993316334161,0.0005718843966892527,0.020464698146124494,0.06978748070709008,0.0039601515642087816,0.7534986901444803,0.7812324418294249,-0.020753623503598575,0.028669090013974375,-0.017657005470393942,0.1614260404302209,0.18576069094386755,-0.042350270619587724,0.007057818177000635,-0.020379793881805313,0.10603411731979895,0.1375280380282736,-0.04506884037259637,0.004334132946791041
UGT8,0.04495003990684955,0.0003613631611866297,0.0006068231086257426,0.020260801409628038,0.06958448995259095,0.25071002796792713,9.765932099180162e-92,4.5004295387927013e-91,0.22740718100378682,0.27372590808995145,-0.25130148401846636,3.5198564766444686e-92,1.3257463188868053e-91,-0.27430973774773715,-0.22800567753945608,-0.1086868383339532,5.029093523769939e-18,1.3519068612284782e-17,-0.1330412547045693,-0.08420124544777859
RP11-297N6.4,0.04477325939951545,0.00038121728577052274,0.0006396263184069174,0.020083736482755944,0.06940820847120008,0.11648266198493186,1.7134351987537945e-20,3.500378342704381e-20,0.09203584214000814,0.14078914594546338,-0.11725011664062661,9.58500775425419e-21,1.8868125500500372e-20,-0.14155172098809243,-0.09280727746766437,-0.06748524502512747,8.344449158946534e-08,1.6840462480215004e-07,-0.09204349018343934,-0.042844952542860214
CD3EAP,0.04472870933887765,0.00038637905495044795,0.0006477435958934584,0.020039114990512957,0.06936378392626628,0.2482682632296149,6.4035130501747925e-90,2.910687750079451e-89,0.22493653670276295,0.27131544855654893,-0.24827273815606835,6.35488847206067e-90,2.353662397059507e-89,-0.27131986637562683,-0.2249410642812635,-0.10837575537400365,6.257201470932242e-18,1.6752882117623138e-17,-0.13273202265731537,-0.08388867809548195
CTD-2501M5.1,0.04413616349448139,0.0004615428527720774,0.0007698796543320724,0.019445628411659456,0.06877289823288668,0.23067174408196556,1.9500210397599273e-77,7.67724818803121e-77,0.20714076474048054,0.2539359766254678,-0.21445739798298938,7.389497367059183e-67,2.2157413394480306e-66,-0.2379083192400185,-0.19075659065501294,-0.11901719722605601,2.479282205587032e-21,7.196755313750457e-21,-0.14330745651019847,-0.09458363521393831
GNG4,0.04354335085472797,0.0005502154572404617,0.0009154999288526817,0.018851892025015346,0.06818172919407046,0.23701574581785145,8.155576562806927e-82,3.3424494109864457e-81,0.2135548077276158,0.2602034593756172,-0.1963713121518968,4.511336540383965e-56,1.2209300515247537e-55,-0.2200153924547984,-0.17249663865643614,-0.14527349152724464,4.034068334720407e-31,1.4433160410448683e-30,-0.1693771780770386,-0.12099611884507502
CCDC88A,0.04299699776013369,0.000645751026811461,0.00107267612427153,0.018304702999462262,0.06763687556779883,0.25535115818450094,3.013007401304192e-95,1.4416303355522448e-94,0.23210403057681045,0.2783067387351584,-0.20366883292538956,2.686090318166135e-60,7.57712360554622e-60,-0.22723689098076683,-0.17986233817370612,-0.16164544154519825,2.9928277026654685e-38,1.2762591482581956e-37,-0.1856157359895223,-0.13748287843844245
SCG5,0.042851522555573875,0.0006736724954627396,0.0011181286231746715,0.018159007708515192,0.06749179714290232,0.10994093866894232,2.0709554952760168e-18,4.133643703145742e-18,0.08546137883525323,0.13428784517984949,-0.014315081411217049,0.2562834549583223,0.2884450815512913,-0.0390130246007321,0.010400341787699207,-0.16177057262768246,2.621196474116761e-38,1.1201694333832311e-37,-0.185739797158653,-0.13760893858870035
NID2,0.04263516505745026,0.000717279783889598,0.0011872456983374438,0.01794232482720286,0.06727602782671233,-0.028004015512032278,0.026336560180884025,0.03372158793967225,-0.05267930402671304,-0.003294551362559067,0.019287658261382554,0.12610551335922804,0.14775104084268076,-0.0054266723340154225,0.04397844081496192,-0.013845234042364431,0.2722243829110146,0.3260070572677007,-0.038543790745889095,0.010870229168016964
IGF2,0.042566957533106665,0.0007315616272031769,0.0012091927722366561,0.01787401520544038,0.06720800525112543,-0.005831029552346817,0.6438031974164873,0.6819949125174654,-0.030538373199685356,0.018883435526070653,-0.01177837508659776,0.3502874131743339,0.38493122326849877,-0.03647950128155485,0.01293713452146734,-0.011538320656980197,0.3601948923019198,0.4202974239228936,-0.0362397316203175,0.013177180650725475
MFAP4,0.04250662880255562,0.0007444133622946138,0.0012294192606021697,0.017813596363070932,0.06714783991460803,0.12748587786375523,2.8545497087790177e-24,6.145424561418768e-24,0.10309893651552786,0.15171964461164625,-0.12251553134028705,1.6044593890246458e-22,3.221806002057522e-22,-0.14678287960855557,-0.09810079453217656,-0.07499295242210573,2.5550729903010063e-09,5.396141478988398e-09,-0.09952026487715784,-0.05037456282531905
TCL1B,0.04248049633174152,0.0007500451236081652,0.0012376982237758502,0.01778742491468475,0.06712177816522266,0.07916892781032735,3.1539307752405234e-10,5.489870801114923e-10,0.054563932741407334,0.1036778363261735,-0.0886198509143737,1.84446975202664e-12,3.2245974685780423e-12,-0.11308394667521178,-0.06404836963886966,-0.045639005844310826,0.00029284543364622897,0.0005066529993879394,-0.07027149635667235,-0.02095089059436758
HELLS,0.042261566782308746,0.0007988037770195568,0.0013159864530799949,0.017568170152702758,0.06690343977663177,0.20962155952723252,7.177176572784914e-64,2.4206329081905275e-63,0.18587265707036987,0.23312568589231608,-0.13570977580743948,2.531635151064793e-27,5.37502155215455e-27,-0.15988532441820116,-0.11137153011122569,-0.1697024259510377,4.6962133636515e-42,2.1492967339366132e-41,-0.1936022712287863,-0.14560128166332117
SYT1,0.04179565106542069,0.0009125118737887693,0.001494695943961948,0.017101570238450308,0.06643877428521695,0.2047553153998749,6.102073255553013e-61,2.0039649443523852e-60,0.18095919971684987,0.22831183334107702,-0.15003417148338136,4.1198435442858124e-33,9.216652224353048e-33,-0.1741004197855574,-0.1257888027376657,-0.14843099066819826,1.962494191227025e-32,7.322739519503824e-32,-0.17250997012660466,-0.12417471805361596
PLPP1,0.04166519411808831,0.0009469382708229536,0.0015498171371897769,0.016970923642458374,0.06630866548701772,0.15863410444358192,7.040454680225642e-37,1.7667389410854808e-36,0.13444941895301735,0.18262991634302425,-0.11280514656874992,2.6268343529965663e-19,5.051604524993397e-19,-0.13713461256071013,-0.08833965918351226,-0.12527281152058004,1.7515777456271034e-23,5.315865692343257e-23,-0.14952167988364737,-0.10087334202819664
BHLHE40,0.041402794892443834,0.0010198540822453004,0.0016677908131566643,0.01670814551396054,0.06604696398550829,0.000645852352459657,0.959154913824774,0.9630069415911385,-0.02406627582009999,0.025357191719654858,0.0038526966454976203,0.7599789334882429,0.7863206761388959,-0.02086103353934158,0.028561721445343996,-0.03506360086779175,0.005409574100229597,0.008361010974079748,-0.059723595475162504,-0.010360834280297626
ART4,0.04139281366694489,0.0010227276271106962,0.001671123573710288,0.016698149942983413,0.0660370092333262,0.004171985625960484,0.7407747951319388,0.77003616957582,-0.02054187625217431,0.028880752177342855,-0.013062085471315411,0.3002758900815934,0.333825336388653,-0.03776164057939056,0.011653420171685512,-0.022562496158754053,0.07354399424098115,0.09792808820370327,-0.04724789675761036,0.002150446912957504
MGAT4C,0.041246252955725156,0.0010657934822347799,0.0017386516839066556,0.016551379156295048,0.065890836681853,0.230940125655118,1.2810386966139914e-77,5.083486891325363e-77,0.20741206841979348,0.2542011606627324,-0.19966429394152999,5.871588227905279e-58,1.6287345985867626e-57,-0.22327439035262428,-0.17582005532957456,-0.1322467954009109,5.158869084409707e-26,1.661471524769632e-25,-0.1564472621596433,-0.10788763339779756
SPINK1,0.041032949459335805,0.0011314742286541671,0.0018442937712374362,0.016337771818976398,0.06567809622066847,0.05371258926157256,2.013887492227352e-05,3.0699504454685244e-05,0.029039390094839235,0.07832037621030775,-0.07781524622249407,6.289127315682078e-10,1.042973020842799e-09,-0.10233021436226318,-0.05320581429553476,-0.021975725662491827,0.08135322410033202,0.10761008478879897,-0.04666212946754185,0.0027375050343841642
FGFBP1,0.04091019408889391,0.0011709492364468646,0.0019055317110608047,0.01621484261112707,0.06555566385918055,0.009320715171571339,0.4598309028985552,0.5034638250360903,-0.015394574749669435,0.0340246223134135,-0.02664388992438824,0.03457695348810613,0.043113408339284454,-0.05132184282264858,-0.0019334188487294642,-0.015231733279337214,0.2270769548244852,0.27709207422145843,-0.039928448175329666,0.009483580437368926
DLGAP5,0.04084163512117869,0.0011935459593606745,0.0019407251371718285,0.016146186880001558,0.06548728496926351,0.15152129611399712,9.532481294759617e-34,2.3109045563053618e-33,0.1272861566621412,0.17557562263876852,-0.13057115139762868,2.1552740726472494e-25,4.490154318015103e-25,-0.154783464814534,-0.10620208330932394,-0.09729072934586426,9.99381029928393e-15,2.4554816460157076e-14,-0.12170985570938885,-0.07275390192268336
APLN,0.04027239315572552,0.00139731793656062,0.0022665335548428546,0.015576150485923961,0.0649195292420529,0.0525101193977277,3.0765663224917024e-05,4.643873694327098e-05,0.02783449382837948,0.0771217889531895,-0.051675934978282094,4.1066617024389064e-05,5.943070481098273e-05,-0.07629025620339831,-0.0269986682731438,-0.046323657156682886,0.00023696242196010551,0.0004117505160036586,-0.0709541772596391,-0.02163668142441951
COL14A1,0.039950443082789125,0.0015263121454546116,0.002469760753162802,0.015253758209744284,0.06459841268625702,0.2265544705193057,1.145771148435928e-74,4.389927771785164e-74,0.2029791164169446,0.24986731839277135,-0.19933181863272853,9.134764145559676e-58,2.523415509823115e-57,-0.2229453701759266,-0.17548448249830145,-0.12585459151421294,1.0906215965600224e-23,3.320004860152275e-23,-0.1500995131229147,-0.101458391812934
FAM107A,0.03965530711494299,0.0016541069908604317,0.0026700677818570326,0.014958221379440655,0.06430403633023714,0.009975581239271867,0.428909555783053,0.4728881541158247,-0.014739796398528415,0.03467877650646972,-0.03425670409176428,0.006577434311620079,0.008597953348522978,-0.05891857106497621,-0.009553047084512227,-0.007461440029510691,0.554064810056485,0.6071943123906685,-0.03216725293573544,0.017253485329245966
PPIAL4G,0.03953759750272993,0.0017077665428656354,0.002752242615416012,0.014840353094224577,0.06418662847875423,-0.012101431270776583,0.33722990611745074,0.3784847431172287,-0.0368021697464082,0.012614085010938763,-0.016416105209275673,0.19296309346552154,0.22023263771623358,-0.04111117168745311,0.008299005524672167,0.0036439155456911318,0.7726177092466933,0.8048101137986389,-0.021069725802095065,0.028353106490572134
DMRT2,0.03919867089712541,0.001871335957626391,0.0030109991273151904,0.01450097344768286,0.06384856693541069,0.0018384674284083436,0.884091156171769,0.8952821834650825,-0.022874315862959668,0.026549005332467165,-0.014330850259280131,0.25575993358379456,0.28801794322499386,-0.03902877266934024,0.010384571407469737,-0.0165948328125272,0.18816068894849314,0.23330525598077265,-0.04128964452675559,0.008120241266450843
PRKCB,0.03904275019666032,0.0019513142388022477,0.0031321255839522437,0.014344846240130557,0.06369304230051473,0.16553649226335834,4.606655069677136e-40,1.1965337843317236e-39,0.14140318555701256,0.18947315934753642,-0.139064944705554,1.2636865269021735e-28,2.7146864165460223e-28,-0.163215791617453,-0.11474753482019641,-0.10583917384239623,3.630062062720457e-17,9.603338790265759e-17,-0.13021035655750998,-0.08134017259905979
TOP2A,0.03885403950594084,0.0020523035672274565,0.003291585512794637,0.01415588722487862,0.0635048093660919,-0.007471511060923029,0.5535300342326996,0.5971197780288021,-0.03217731410396062,0.017243416732750042,0.014722926095222987,0.2429815006542948,0.27424548606579546,-0.009992453522440145,0.03942032790105784,-0.03351455557305615,0.00784668967223182,0.011943211068845995,-0.05817811634705774,-0.00881010806056396
HSPA2,0.03876800688209897,0.002099916480370063,0.003362556413723079,0.014069741976083927,0.06341899396780486,0.24172653587746498,3.7274723712045693e-85,1.5929369107711835e-84,0.21831891642343035,0.2648561658034336,-0.2243899043353214,3.1053587637279514e-73,9.985076410700808e-73,-0.247727980432956,-0.2007915627088527,-0.11959284502459043,1.5888695881056747e-21,4.652619584496851e-21,-0.14387937550322452,-0.09516233875961531
SH3KBP1,0.03876249315917023,0.002103002197336487,0.0033648035157383795,0.014064221047665087,0.06341349415415927,-0.017467910908267714,0.16596311493856297,0.1961738947264338,-0.04216145545862833,0.007246961405002799,0.06916605790696996,3.9421037508631494e-08,6.262277602642017e-08,0.044530425859300476,0.09371761852018741,-0.07544440141760723,2.0487066961805463e-09,4.3404802885181065e-09,-0.0999697655830573,-0.050827418090562716
FLNC,0.038744875072563974,0.0021128899235393324,0.0033779215404305877,0.01404657994733548,0.06339592050207085,-0.011336210592497712,0.36867131135348497,0.41100480641414155,-0.03603785910695973,0.013379281517920885,0.006337974453897845,0.6152536006826561,0.6493441695859168,-0.018376647812310323,0.03104485620540486,-0.019843409969439424,0.11555041932502541,0.14957983084145685,-0.044533316449229435,0.004870722535200565
MAP1A,0.038685209419755034,0.0021466932578978483,0.0034264856470835573,0.013986836470145057,0.0633364052182526,0.11764865437885613,7.078202683320995e-21,1.450451369532991e-20,0.09320789393781559,0.14194771337530956,-0.096956534041483,1.2329737501096666e-14,2.233648098024758e-14,-0.1213774619556129,-0.07241830169022086,-0.08513101446408486,1.314749683235779e-11,2.977915477317733e-11,-0.10961216349849134,-0.060546644538837534
TRIM24,0.03829053913704805,0.0023830678447693387,0.003797717680907313,0.013591655843762826,0.0629427251652401,0.10955041096720851,2.7329819595362627e-18,5.42796814207798e-18,0.08506896404001495,0.1338996643153032,-0.057364589122358305,5.2676886414019275e-06,7.832994262307699e-06,-0.08196014820520005,-0.032699198749824084,-0.11429064230731166,8.813959477508548e-20,2.4517272538271344e-19,-0.13861090467568005,-0.08983261438433132
CHEK1,0.037534208958606395,0.002903768030042394,0.004620155974610015,0.012834369223616233,0.06218827118435062,0.07163014814512692,1.271927182649655e-08,2.139490635239117e-08,0.04700160188593116,0.09617165819809365,-0.0872547250517372,4.0145052187474545e-12,6.945510759078642e-12,-0.11172556462461462,-0.06267812859121424,-0.03346502606356394,0.007938733045795484,0.012064943838594959,-0.05812869891247406,-0.008760526765148931
FAM212A,0.036810868225302794,0.003496859993263109,0.005533006318454286,0.012110140273166982,0.061466698453478234,0.039824717363804725,0.0015795976391927422,0.0022061419541798077,0.015127861198770494,0.06447301108070995,-0.03218404360698746,0.010680656899567991,0.013817149934758074,-0.05685057306188873,-0.007478247163828681,-0.04682268322641227,0.00020271322547351782,0.0003543937508278284,-0.07145175260673582,-0.022136552699613368
SMPDL3B,0.03676448466675516,0.003538413800317798,0.005594330119079523,0.012063700642671631,0.061420427387141735,0.2902191861102316,4.122231962972013e-124,2.5212427908085706e-123,0.2674253692526551,0.3126883846666789,-0.27120078680283144,8.149455952572776e-108,3.558714389769771e-107,-0.29394257347392744,-0.24815211963346775,-0.13460433006212133,6.684991356381648e-27,2.2026330663530967e-26,-0.15878789672126795,-0.11025934249669886
KRT72,0.03671607914400387,0.003582257495991625,0.0056591745592284755,0.012015236717295059,0.061372139147383695,-0.00822732168269627,0.514132902800034,0.557930442539375,-0.032932370225642424,0.016487774542422378,-0.005638447171642667,0.6547911783241376,0.6856452129048561,-0.03034596296216602,0.01907595486447522,-0.01031906318314196,0.41318654861213777,0.4722131984138717,-0.03502187660434306,0.014396351987580328
SIRT1,0.036612435133315066,0.0036777995745147767,0.005800945701127408,0.011911468047446815,0.06126874587031127,0.2657662083007441,2.1006796538830669e-103,1.0969606547692255e-102,0.24264806669585795,0.28858267224668827,-0.2256455001461235,4.6001334766536295e-74,1.4935498300823472e-73,-0.24896896987571185,-0.2020604641864254,-0.14842826524996716,1.9676795499654283e-32,7.328415456109602e-32,-0.1725072662445188,-0.12417197420802807
PLVAP,0.036364401271614645,0.003915918207240453,0.0061668003263629185,0.011663138019937201,0.06102130989899314,0.01828062530182341,0.14712584384442653,0.17535857430801732,-0.006434025315713944,0.04297295650633373,-0.0031703902210087763,0.8015025549858429,0.8244188682287559,-0.027879950013496073,0.021543041658845494,-0.04750187740659607,0.00016351653162570073,0.00028712297036997497,-0.07212895260142205,-0.02281691706990727
